Open,Close,Volume,Moving_Avg,Price_Up_Tomorrow
419.82,410.67,833088,416.44,0
132.75,123.72,241581,125.53,0
450.12,446.87,175051,459.24,0
150.84,154.86,813021,158.08,1
122.14,128.01,996461,114.96,1
313.08,309.13,312374,322.35,0
359.42,365.91,594567,353.49,1
151.59,145.47,136988,154.73,0
465.19,471.22,871547,464.3,1
495.69,500.71,380247,497.47,1
334.06,326.47,823764,334.01,0
384.34,392.87,625632,389.37,1
312.95,319.01,174274,313.01,1
216.25,224.46,841973,219.91,1
178.43,170.58,651520,180.23,0
385.07,375.96,268295,387.17,0
103.22,95.02,106539,107.32,0
338.2,338.12,744755,338.83,0
273.55,276.11,423140,269.0,1
215.15,205.59,489679,207.52,0
368.25,365.27,400325,373.29,0
356.31,349.32,713637,350.96,0
185.93,190.06,714690,196.74,1
297.73,289.91,582536,301.48,0
133.45,129.29,530343,138.07,0
350.78,345.85,657071,334.91,0
332.75,323.95,576980,331.63,0
201.0,205.15,873517,198.79,1
114.87,107.19,516323,108.56,0
370.34,376.02,113909,363.09,1
408.83,412.27,567530,408.43,1
418.66,412.11,553363,417.06,0
396.88,400.1,925978,400.22,1
303.14,304.46,425314,296.53,1
307.55,310.79,934504,314.03,1
242.68,234.0,665745,235.39,0
259.8,266.22,778484,259.55,1
185.71,175.9,859342,179.49,0
334.54,331.73,93195,337.44,0
397.22,397.99,849688,386.81,1
273.62,278.42,679673,286.15,1
221.01,217.92,594837,222.15,0
213.98,205.1,471909,218.42,0
481.64,484.61,346658,484.72,1
198.63,192.73,935937,200.26,0
243.67,249.27,603964,243.57,1
139.68,139.4,949077,123.0,0
148.33,147.59,300551,149.47,0
359.75,362.26,158264,365.93,1
351.4,344.36,612700,350.57,0
142.77,145.89,84190,137.47,1
403.79,395.22,960535,403.21,0
407.92,404.05,876381,401.21,0
331.23,340.97,521630,332.83,1
416.77,418.47,218619,414.74,1
233.14,242.75,553806,237.55,1
436.08,427.02,873964,443.47,0
246.49,249.98,267662,248.25,1
133.09,129.82,747675,124.81,0
173.55,173.54,879927,182.95,0
263.07,270.66,314748,268.36,1
355.33,349.22,514852,362.61,0
487.43,483.12,114788,491.22,0
425.13,432.13,605899,431.16,1
207.69,209.29,268780,210.61,1
493.91,500.14,750552,489.5,1
398.74,402.59,427873,396.74,1
318.5,326.04,229343,314.8,1
235.86,244.32,965792,237.39,1
207.21,203.87,815565,208.87,0
266.57,270.66,361796,264.65,1
151.09,142.87,370343,150.25,0
209.65,204.89,330867,207.43,0
158.17,161.26,275855,161.98,1
243.11,238.06,960556,243.28,0
115.64,124.05,394436,120.01,1
100.35,103.96,219795,97.36,1
349.82,358.45,493490,351.11,1
177.99,180.56,70951,178.19,1
252.23,246.49,27643,244.93,0
235.35,243.35,78826,229.77,1
136.19,127.42,160212,144.93,0
147.44,150.68,129404,147.11,1
386.25,388.52,542405,383.38,1
335.48,340.89,801471,340.76,1
411.92,414.17,381606,398.87,1
189.49,199.48,340631,179.86,1
138.24,137.66,730075,141.59,0
149.82,154.88,594159,148.32,1
433.86,443.45,444349,434.14,1
204.99,206.29,445939,203.89,1
379.58,379.31,585740,385.46,0
372.16,363.38,510160,372.39,0
485.98,485.86,745518,482.08,0
467.29,466.79,942582,469.57,0
113.31,119.3,311141,110.34,1
459.32,463.67,608281,459.85,1
425.85,423.66,242406,425.75,0
233.87,226.28,741406,236.66,0
365.86,369.25,546904,365.77,1
295.35,303.74,320775,301.63,1
165.98,173.56,868425,168.37,1
223.78,230.93,442009,222.83,1
271.99,277.73,206941,273.04,1
150.88,160.51,795234,149.7,1
247.59,249.94,523366,249.3,1
458.55,460.37,386847,451.41,1
475.37,483.09,774721,474.52,1
320.22,315.49,380230,306.94,0
213.82,210.38,429968,215.89,0
493.67,495.74,649069,499.79,1
101.14,100.77,639712,109.41,0
147.05,156.71,854790,144.27,1
137.72,133.89,461148,135.06,0
137.22,129.36,386999,133.92,0
180.91,178.5,751489,184.44,0
358.61,357.01,924057,361.53,0
166.72,157.92,93159,166.58,0
294.74,289.44,645267,300.13,0
409.79,403.22,764045,421.29,0
139.7,143.81,721340,141.21,1
215.62,208.5,901058,209.06,0
135.6,137.9,71699,134.33,1
136.29,132.39,528686,136.43,0
193.27,189.31,547234,202.01,0
115.57,106.99,378361,103.82,0
363.47,361.74,768989,368.71,0
414.94,415.62,616193,413.1,1
465.14,457.66,345731,459.3,0
373.92,383.14,216819,383.02,1
307.12,297.6,404656,313.05,0
399.86,398.06,815015,396.23,0
402.24,394.64,813237,407.62,0
483.85,493.06,203919,478.59,1
170.27,175.29,99104,168.23,1
317.49,316.53,432935,314.61,0
440.39,430.53,398744,434.87,0
265.88,268.71,302844,277.2,1
341.21,334.8,405653,343.2,0
255.33,259.87,542687,257.75,1
344.83,343.12,442168,354.47,0
428.8,419.97,215522,427.72,0
498.31,492.66,421735,499.6,0
371.5,380.77,557624,363.35,1
439.48,445.75,987711,427.73,1
357.08,366.32,466891,361.64,1
291.37,297.56,618656,292.44,1
128.06,127.54,416193,138.53,0
230.66,226.16,110008,223.37,0
240.05,245.6,811257,243.23,1
153.26,152.92,378668,146.45,0
234.78,243.92,835944,240.4,1
467.82,465.98,514017,462.66,0
388.1,385.55,969378,390.62,0
403.13,402.63,495274,400.77,0
289.32,286.36,508995,277.27,0
473.17,481.76,918777,478.89,1
113.49,113.86,917538,116.28,1
260.85,251.63,970676,266.77,0
121.18,115.99,494432,119.76,0
326.83,321.44,689776,330.85,0
488.18,486.58,67909,491.32,0
201.82,209.65,203215,204.91,1
296.53,295.87,215523,297.63,0
216.68,220.01,391226,223.72,1
163.93,170.78,983771,167.75,1
462.73,455.44,765143,466.72,0
308.09,309.5,73143,311.14,1
412.09,403.33,818463,411.32,0
252.82,250.37,433331,254.71,0
471.25,464.52,530419,468.22,0
172.58,175.91,84866,170.63,1
172.13,173.49,783176,174.56,1
330.52,320.93,297051,330.81,0
433.86,431.65,685603,427.73,0
461.67,461.06,268646,460.11,0
281.08,290.06,319289,271.39,1
173.34,177.97,879710,170.57,1
364.15,357.06,865994,360.32,0
298.55,303.48,697858,297.89,1
376.37,376.13,863156,380.35,0
196.36,189.55,164672,198.02,0
397.04,396.74,162485,391.95,0
391.02,400.34,385311,392.86,1
322.05,324.46,412402,321.23,1
401.1,405.67,542237,393.48,1
246.21,243.91,253566,242.62,0
470.54,480.02,957110,462.57,1
261.04,268.67,323465,253.18,1
106.31,102.78,311827,107.83,0
201.17,205.05,811587,200.58,1
278.23,283.22,786927,281.23,1
364.78,357.09,487122,366.51,0
401.83,411.31,507563,410.8,1
483.82,477.96,169331,483.01,0
325.49,319.99,317228,322.45,0
412.12,418.68,643880,406.64,1
356.19,351.29,811059,357.08,0
254.27,263.56,519049,253.35,1
496.08,487.54,126709,491.69,0
243.35,240.25,398216,250.73,0
297.06,305.69,333576,297.56,1
170.19,175.2,140683,168.66,1
375.91,377.1,993785,374.84,1
308.99,318.12,298217,305.94,1
209.35,212.9,13860,203.5,1
430.92,432.27,403358,433.99,1
463.82,466.71,347782,478.65,1
232.69,235.67,231083,238.45,1
174.33,179.22,545910,177.55,1
303.99,311.08,96252,307.5,1
457.93,454.45,166143,462.86,0
194.69,200.12,302719,197.57,1
376.23,371.32,39190,378.22,0
408.6,409.61,568657,404.28,1
249.83,254.31,286932,244.8,1
287.79,289.43,502387,279.24,1
194.66,188.55,221878,202.7,0
177.86,184.98,206633,163.1,1
232.92,241.1,271150,226.02,1
298.78,293.88,424727,297.14,0
308.74,312.75,921155,311.29,1
472.11,474.34,359972,467.23,1
436.75,445.06,482133,434.81,1
147.34,153.72,814291,152.7,1
476.14,466.36,486545,486.75,0
457.86,453.59,900476,456.51,0
434.51,437.78,647348,440.63,1
215.57,217.06,158644,214.1,1
347.95,350.36,291344,354.86,1
498.9,491.04,464064,492.3,0
357.48,361.21,65797,358.78,1
392.44,383.56,914080,392.5,0
247.83,252.6,372781,249.47,1
182.47,188.81,169624,186.36,1
252.46,253.98,58272,250.4,1
318.13,308.59,314830,321.46,0
101.84,106.59,260747,99.03,1
368.63,364.72,807233,369.92,0
350.38,341.82,33115,359.55,0
432.92,436.49,603789,435.59,1
474.94,468.02,314875,468.83,0
276.64,281.32,647691,276.63,1
171.67,174.2,817747,177.15,1
285.3,280.1,226730,282.78,0
424.42,422.4,117397,416.48,0
242.01,250.61,851263,249.83,1
492.78,501.76,43242,487.55,1
370.92,376.69,644404,369.77,1
279.0,272.3,681627,285.51,0
175.72,179.81,206863,178.96,1
477.26,467.44,713054,475.19,0
193.36,200.33,134086,189.25,1
392.0,388.76,601760,390.68,0
128.79,132.41,807257,125.96,1
131.02,126.95,821837,130.27,0
287.12,278.11,144649,290.83,0
260.6,250.95,708368,256.74,0
469.69,465.06,214848,469.62,0
343.68,351.79,460465,346.07,1
375.69,379.91,177626,374.82,1
289.82,296.99,819950,296.93,1
341.58,343.42,646516,343.28,1
264.67,256.65,234914,262.36,0
499.96,506.32,726977,500.25,1
258.71,263.67,911508,260.36,1
300.81,293.45,964423,304.49,0
324.17,329.73,764589,328.37,1
116.48,123.05,535928,115.83,1
418.22,415.64,641668,416.73,0
457.68,458.58,916663,464.19,1
257.21,267.13,15679,253.56,1
213.25,204.26,943700,212.88,0
233.38,234.38,592406,223.48,1
119.2,126.87,615679,121.05,1
272.73,269.11,578692,272.64,0
346.08,343.01,203268,345.03,0
355.13,356.03,749563,357.64,1
308.61,315.99,406480,307.52,1
168.63,160.49,55243,164.19,0
414.87,421.77,845787,409.45,1
485.03,485.37,891402,483.64,1
360.59,365.46,621600,357.66,1
423.36,429.52,752010,425.24,1
391.93,383.15,223617,384.24,0
260.58,256.39,260229,244.51,0
335.44,343.8,242172,335.55,1
375.39,381.13,800253,379.67,1
220.61,230.38,152044,220.58,1
147.57,152.92,89935,147.58,1
297.43,296.72,587359,289.05,0
352.02,349.47,26844,353.18,0
155.66,164.02,565948,153.84,1
360.96,368.96,381760,351.49,1
391.96,390.21,182983,391.05,0
494.16,499.74,470029,486.11,1
104.21,103.7,358066,100.33,0
303.96,295.65,869007,303.92,0
439.85,448.23,702157,441.57,1
482.77,479.39,164999,484.65,0
188.7,190.94,415512,197.99,1
423.97,418.44,685324,426.05,0
257.74,249.87,517744,253.42,0
492.21,488.02,783805,494.64,0
123.34,128.9,852856,126.43,1
304.33,297.64,19426,302.01,0
255.47,264.2,235655,252.1,1
118.94,117.7,951694,117.44,0
112.93,104.69,47596,112.78,0
146.42,137.19,923282,146.82,0
348.31,341.53,466332,355.25,0
358.77,358.36,62693,367.46,0
126.9,131.4,907924,125.51,1
226.55,230.46,423957,225.88,1
477.25,472.93,835815,483.36,0
178.88,177.41,687955,185.31,0
297.36,305.34,687430,291.61,1
199.36,199.18,800653,199.67,0
369.27,369.9,320340,367.22,1
163.79,161.61,172197,168.74,0
374.73,374.19,51837,376.6,0
170.51,160.69,940210,168.56,0
319.44,326.5,195540,323.08,1
316.86,309.98,47183,325.71,0
319.01,326.89,212431,324.34,1
318.35,324.53,949012,319.03,1
143.97,136.1,350259,153.35,0
468.64,477.38,411754,477.61,1
182.57,192.24,706038,183.12,1
446.43,442.43,738272,435.87,0
335.84,345.11,493225,328.09,1
171.39,171.34,880512,174.85,0
470.67,470.34,127414,473.27,0
482.95,480.31,735829,475.9,0
387.78,378.18,840775,389.77,0
108.51,106.52,703704,113.12,0
310.63,309.48,62384,311.0,0
125.45,129.92,964279,117.92,1
303.11,312.08,149341,304.58,1
447.24,451.89,660246,453.43,1
146.36,145.66,552749,147.59,0
382.08,376.64,631270,380.37,0
175.39,170.19,138430,177.41,0
162.87,157.15,418291,158.93,0
443.63,451.16,595194,452.14,1
292.31,294.21,438464,299.33,1
289.73,282.01,675243,290.24,0
119.83,116.28,312954,111.58,0
263.95,267.59,608512,256.42,1
422.62,431.05,618868,426.76,1
440.69,439.7,455488,438.62,0
328.78,332.72,298369,327.31,1
190.01,194.63,363016,184.38,1
404.47,398.9,19575,406.9,0
265.48,273.71,256879,268.63,1
346.58,348.74,365288,350.75,1
315.49,312.34,515572,318.42,0
329.07,335.5,949519,330.66,1
356.02,356.48,931368,355.18,1
361.12,352.54,86896,360.58,0
266.89,269.53,324201,264.51,1
280.06,288.73,169333,280.64,1
402.95,405.52,107524,403.17,1
223.73,218.93,357699,230.99,0
421.17,411.74,686429,423.58,0
367.73,367.47,936471,364.49,0
222.27,217.01,726516,220.62,0
262.37,263.62,349507,260.02,1
253.11,258.7,983681,246.96,1
348.86,351.69,645186,345.48,1
394.52,402.61,757463,397.36,1
176.56,176.48,736122,180.23,0
195.33,201.74,772977,194.96,1
274.4,277.32,455346,276.18,1
176.21,167.82,764217,170.17,0
385.15,385.83,83187,391.48,1
135.68,128.75,611421,136.07,0
251.65,245.6,222954,257.44,0
471.68,476.19,154575,471.17,1
274.04,267.8,52347,270.77,0
407.11,406.65,399423,404.6,0
296.42,303.66,895919,300.21,1
385.82,382.1,569208,384.89,0
348.32,356.21,734970,337.13,1
388.64,382.39,349124,381.34,0
189.08,194.58,774807,183.62,1
188.55,187.33,936741,185.74,0
262.49,255.09,760425,264.14,0
267.39,264.84,776378,271.83,0
119.57,127.01,389500,123.35,1
413.63,412.27,858499,416.2,0
175.58,166.64,391442,172.06,0
151.68,145.34,462292,143.21,0
493.55,501.07,830836,492.08,1
385.69,389.15,723250,381.11,1
207.37,210.42,510901,202.06,1
326.7,328.39,806648,316.85,1
400.3,394.78,341235,388.63,0
208.44,209.47,518635,206.36,1
374.62,381.25,238056,380.15,1
419.49,419.65,120253,423.81,1
256.83,258.33,871309,262.42,1
294.14,285.85,450388,294.36,0
162.94,154.83,331933,167.58,0
315.08,306.37,49143,310.11,0
443.94,447.14,164060,446.88,1
354.46,353.05,976431,358.66,0
247.15,254.69,116119,237.9,1
113.72,111.73,801523,109.92,0
433.74,424.21,528952,437.82,0
184.52,190.56,457327,176.98,1
381.6,386.85,269080,373.7,1
252.8,254.77,127083,257.84,1
331.11,326.88,363850,324.79,0
236.87,243.94,158173,239.89,1
409.41,413.32,992455,417.03,1
108.44,106.37,584994,105.42,0
419.4,414.16,68082,428.04,0
415.84,411.75,566128,400.14,0
111.15,114.65,672105,111.08,1
338.62,344.1,324120,337.71,1
484.38,487.77,863818,481.22,1
422.91,413.7,301241,423.85,0
447.57,439.71,123640,452.63,0
242.42,235.85,5263,244.64,0
208.52,212.19,340569,197.25,1
422.4,420.92,566941,425.56,0
489.97,492.02,898669,488.27,1
420.23,417.81,221745,426.35,0
229.0,222.84,628384,222.26,0
219.89,218.24,753361,222.12,0
415.12,411.39,600705,401.01,0
421.84,415.88,41312,419.17,0
256.69,252.6,380903,258.72,0
432.55,435.93,373030,436.49,1
264.9,268.33,980019,265.33,1
355.21,354.53,646736,347.0,0
136.74,131.22,453966,140.29,0
243.08,252.7,599771,247.63,1
156.12,160.59,168280,156.72,1
245.46,239.74,32587,240.02,0
374.1,378.32,368985,378.5,1
386.93,383.67,373127,387.32,0
493.91,496.14,67997,493.46,1
216.28,207.67,462047,212.78,0
426.52,435.22,361193,424.9,1
483.47,485.55,881237,487.11,1
419.84,413.54,295680,415.41,0
172.16,170.73,365524,173.86,0
128.4,120.56,476416,134.7,0
470.73,471.45,759813,470.08,1
374.62,369.94,873476,379.77,0
436.31,426.33,305057,432.95,0
214.48,207.64,23396,215.52,0
270.68,270.27,359486,262.33,0
275.5,274.15,531188,271.66,0
314.17,309.15,239032,312.52,0
366.72,369.2,683305,369.66,1
338.63,341.78,175053,334.57,1
136.55,128.02,87201,133.4,0
316.43,324.65,896158,317.25,1
122.04,126.23,975009,126.13,1
122.69,114.35,401136,122.06,0
459.81,460.27,86415,460.9,1
348.93,358.56,764989,351.92,1
125.27,124.58,722372,120.38,0
137.98,147.71,278174,135.62,1
132.85,136.14,353580,131.79,1
448.26,442.67,705662,443.22,0
201.76,205.9,847033,204.46,1
387.32,384.06,366535,394.12,0
387.97,391.17,680545,398.56,1
100.48,105.94,695217,100.05,1
300.72,305.7,910825,304.62,1
282.55,284.4,104827,289.73,1
190.02,194.89,454500,194.34,1
108.1,115.63,60084,110.17,1
490.47,481.83,587109,488.57,0
387.12,382.09,168682,384.15,0
269.18,269.56,554511,270.15,1
226.48,228.07,632443,220.75,1
376.11,377.56,6015,376.99,1
288.62,289.22,56469,286.01,1
448.02,439.71,234857,453.61,0
286.37,295.57,310065,282.92,1
209.02,216.79,530463,201.31,1
230.23,238.99,172771,221.21,1
471.97,465.75,757969,462.95,0
126.9,119.52,312871,135.06,0
418.29,417.82,549520,419.72,0
159.92,159.28,318821,158.57,0
321.96,321.39,941850,321.2,0
330.59,338.62,978262,335.71,1
469.73,461.06,835932,466.66,0
220.16,222.99,890059,224.06,1
462.4,462.77,848397,467.92,1
264.14,269.49,541677,264.34,1
486.55,494.32,459600,483.14,1
344.89,337.34,489235,349.24,0
349.62,345.62,822831,360.55,0
303.64,306.17,808763,305.38,1
152.83,153.77,249454,152.4,1
210.01,201.8,260005,208.9,0
322.0,314.49,531963,323.06,0
486.87,490.59,740747,489.9,1
312.09,320.54,701060,309.46,1
415.26,411.05,401588,411.49,0
449.19,443.99,82709,448.85,0
418.96,409.39,117140,420.37,0
138.91,133.95,48794,144.72,0
336.86,340.12,833489,341.29,1
374.49,369.49,382111,372.5,0
253.24,249.85,624482,247.17,0
395.43,402.95,261688,386.9,1
446.5,436.81,265577,445.84,0
162.72,165.59,983974,163.86,1
436.41,442.24,103192,438.75,1
369.04,362.22,411502,361.47,0
434.77,440.6,912563,429.53,1
363.03,363.49,802652,357.74,1
482.35,473.9,99764,484.46,0
298.93,306.36,66671,299.58,1
125.38,128.34,625789,127.5,1
454.84,452.62,127952,454.0,0
144.62,150.59,73962,142.72,1
153.38,153.83,515841,152.12,1
381.74,373.52,482438,382.07,0
291.82,285.3,85670,293.43,0
425.8,435.21,111010,423.67,1
441.29,445.72,342948,438.2,1
396.29,389.67,249536,394.99,0
326.84,334.76,787183,329.91,1
249.14,250.02,393057,248.0,1
423.46,420.99,374645,428.73,0
109.61,116.89,796066,103.63,1
169.48,160.26,821794,165.74,0
493.54,499.69,335874,494.02,1
499.28,504.66,161204,490.09,1
287.6,287.37,17764,290.45,0
347.43,338.38,412860,343.72,0
232.09,224.95,201182,243.71,0
241.67,241.1,814776,238.77,0
285.0,294.54,424483,280.19,1
274.33,280.22,872947,275.08,1
270.98,279.24,244717,281.25,1
278.53,283.57,409647,280.59,1
283.1,274.68,189979,282.45,0
415.74,424.18,418101,411.88,1
185.38,179.33,873301,180.97,0
330.79,334.14,38694,337.67,1
435.23,425.38,235986,438.01,0
363.3,368.16,33563,357.44,1
189.25,180.19,417802,186.13,0
423.96,426.2,244855,417.85,1
291.75,294.97,390555,292.62,1
382.88,392.28,804095,382.56,1
152.16,155.8,431509,148.83,1
154.4,162.8,415051,158.03,1
385.6,376.84,139559,392.31,0
279.69,289.4,922274,283.15,1
396.47,398.85,993672,390.01,1
256.52,254.06,843300,252.73,0
363.15,366.52,601658,362.19,1
155.65,147.4,921073,159.43,0
492.21,496.37,936715,489.34,1
391.94,399.01,779862,390.64,1
211.85,204.96,68706,216.67,0
348.22,338.79,607140,347.54,0
247.11,239.13,595640,240.29,0
154.38,159.32,785109,152.0,1
448.41,438.55,412035,447.42,0
475.89,475.36,416665,472.92,0
145.19,145.94,185455,142.02,1
267.92,274.97,175359,271.08,1
137.57,129.59,483286,142.3,0
126.15,134.27,609561,135.22,1
176.8,175.92,603598,181.35,0
324.08,320.03,731475,328.46,0
197.28,203.02,603136,206.75,1
451.79,445.02,222605,445.28,0
423.98,421.15,885542,430.07,0
236.14,235.68,949405,233.07,0
378.01,382.4,33316,380.3,1
348.03,343.98,684604,351.22,0
393.75,395.08,398035,403.34,1
351.71,358.95,504263,351.63,1
498.15,493.36,680737,492.85,0
285.32,284.29,453821,283.29,0
123.83,116.45,801503,122.3,0
397.45,390.31,557216,397.36,0
428.7,435.7,356918,428.84,1
449.49,453.02,174989,446.18,1
203.2,210.27,253492,207.22,1
365.59,356.48,422441,373.45,0
403.74,410.26,932326,407.99,1
271.1,269.97,820030,267.75,0
327.99,324.16,144546,334.63,0
153.53,152.96,917309,162.88,0
472.46,481.59,879571,472.32,1
476.5,476.34,230705,480.28,0
356.73,354.84,606279,357.83,0
374.4,368.28,851111,374.49,0
485.95,485.26,878312,482.65,0
371.65,370.8,474807,369.38,0
312.7,322.7,67545,312.94,1
323.37,324.38,245302,329.01,1
235.12,229.19,927745,229.71,0
251.36,260.36,28359,253.26,1
334.52,331.57,25742,334.03,0
108.0,107.33,976266,101.25,0
178.1,169.7,94596,172.28,0
355.57,358.21,24865,352.4,1
366.2,374.53,55142,367.75,1
363.76,360.1,661513,365.41,0
137.08,129.58,30021,135.66,0
420.69,413.95,896773,416.79,0
477.83,486.66,826620,491.6,1
418.97,424.75,311570,418.34,1
319.65,320.71,969527,320.8,1
231.08,223.03,852490,231.17,0
315.11,312.21,245783,311.74,0
350.34,356.52,449037,336.87,1
466.3,469.46,910343,461.1,1
104.34,101.01,885330,109.99,0
389.18,382.39,922330,385.48,0
306.63,296.79,700597,308.82,0
135.99,136.96,983326,134.45,1
119.53,113.89,154117,121.3,0
454.51,446.69,491159,451.06,0
303.03,296.4,456656,302.07,0
239.76,235.59,797473,246.67,0
118.99,127.72,242488,127.93,1
229.59,229.78,539874,231.88,1
187.35,192.2,463716,188.79,1
103.05,95.24,184857,105.91,0
266.14,263.31,448119,270.64,0
213.37,206.07,312535,223.08,0
129.11,135.29,487319,125.7,1
132.16,125.12,30290,133.25,0
376.38,371.14,685104,385.88,0
281.5,291.27,127050,280.58,1
478.68,476.67,925722,478.28,0
428.66,434.78,143141,421.65,1
395.46,405.46,261834,393.66,1
396.86,402.15,430061,391.87,1
376.29,368.63,45383,373.5,0
256.44,246.91,91956,259.9,0
483.06,484.75,613372,488.49,1
288.61,295.21,216463,286.32,1
182.55,180.67,757335,182.88,0
232.64,238.07,696805,225.73,1
311.73,307.83,706212,315.5,0
174.96,175.39,723974,170.1,1
272.92,281.52,168666,276.27,1
491.84,493.07,371683,489.57,1
111.08,116.12,583861,103.77,1
248.49,243.7,395756,245.16,0
360.35,366.01,121531,355.76,1
105.12,99.47,125865,100.29,0
248.43,258.4,447797,231.7,1
236.24,232.99,915129,233.01,0
447.5,448.03,116778,454.7,1
246.63,245.82,684584,246.42,0
249.38,248.62,201205,250.7,0
281.47,277.39,913324,273.57,0
397.34,403.95,729690,399.34,1
121.31,114.92,195857,128.07,0
350.79,348.26,507141,342.71,0
410.72,415.93,62797,412.3,1
404.92,411.6,225724,403.67,1
139.08,133.03,202110,134.74,0
458.59,459.94,310707,459.97,1
223.75,230.09,435668,226.9,1
150.61,157.42,18257,148.56,1
245.8,243.12,367940,254.59,0
404.13,397.0,303365,404.33,0
169.21,177.15,132634,169.8,1
121.14,112.28,461235,123.87,0
352.78,358.06,900869,353.77,1
109.2,108.64,291683,110.81,0
148.59,150.4,506359,154.86,1
107.07,97.55,553159,114.39,0
445.09,449.33,138102,450.41,1
401.38,393.35,639181,403.68,0
345.0,340.32,942718,350.18,0
335.06,334.45,727683,337.81,0
463.52,456.42,458695,464.4,0
289.12,285.25,487166,291.96,0
425.58,423.82,905746,427.21,0
394.76,398.21,950494,392.03,1
402.72,410.67,9258,407.1,1
128.25,131.3,460400,126.89,1
353.48,354.24,547212,351.13,1
462.4,468.8,321914,456.15,1
451.61,459.5,100073,445.09,1
383.59,376.56,30389,385.0,0
422.41,420.54,88667,418.19,0
218.22,210.7,354044,218.5,0
468.65,469.66,981862,464.38,1
427.85,426.8,384648,429.9,0
106.21,98.34,739559,102.22,0
153.66,161.81,645134,151.56,1
367.36,371.0,701983,374.15,1
402.65,411.49,967065,407.74,1
294.91,292.14,535260,291.9,0
308.77,300.84,519533,306.62,0
